review,sentiment,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,pred_label
@mitchelmusso WHAT ARE U GETTING?  i don't know what 2 get my dad ,NEGATIVE,,,,,,LABEL_0
"@comeagainjen im from London, we all love wizards here ",POSITIVE,,,,,,LABEL_0
Honesty is apparently NOT the best policy. Fuck My Life ,NEGATIVE,,,,,,LABEL_0
"@FOOLYWANG  adults gt those?? The fuq, there should be a law against tht..",NEGATIVE,,,,,,LABEL_0
@McGiff and here's me getting excited having just done my 300th.  ,POSITIVE,,,,,,LABEL_0
@heidilady19 you're getting picked on today. ,POSITIVE,,,,,,LABEL_0
dog watching is not fun; when you have to clean up after them ,NEGATIVE,,,,,,LABEL_0
"Everyone Mothersday is next Sunday, don't forget your moms  get some flowers from proflowers.com",POSITIVE,,,,,,LABEL_0
@eri_quin I just read it ,NEGATIVE,,,,,,LABEL_1
but boo hoo I was all alone..   ,NEGATIVE,,,,,,LABEL_0
@mhenslee beard superpowers are a good thing. ,POSITIVE,,,,,,LABEL_0
I wanna play l4d2 ,POSITIVE,,,,,,LABEL_0
..where did the weekend go ,POSITIVE,,,,,,LABEL_0
the process of cleaning my rooms.. is taking a lifetimee.. anddd i dont feel well ,NEGATIVE,,,,,,LABEL_0
@davidgilray i'm ok for being basically half deaf in my right ear. It's acting up something fierce today. Stupid sinuses ,POSITIVE,,,,,,LABEL_1
@sharonginelle I'm sorry you're cranky and PMS-y...  And... What's Fmeverything?,NEGATIVE,,,,,,LABEL_0
"Oh, but don't get me wrong, the kids I am baby sitting are great! Ones a kinder, and ones a first grader. I am just tired. ",NEGATIVE,,,,,,LABEL_0
@mrbobbybones How come I can't hear you on the internet or the web cam? Is it just me ,NEGATIVE,,,,,,LABEL_0
"At library trying to write this paper, its not going so well ",NEGATIVE,,,,,,LABEL_0
aww man i lost two followers! ,NEGATIVE,,,,,,LABEL_0
Can't wait to see her!  enjoy your babymoon!,POSITIVE,,,,,,LABEL_0
"@ericahoff  I'm sorry to hear that Erica... but I know you'll be back in a minute, you always have 1000 things going on",POSITIVE,,,,,,LABEL_1
OMG 2nd Attempt and security threw me out hahaha APPLE thinks I'm trouble. ,NEGATIVE,,,,,,LABEL_0
Life is perfect for me minus the fact im still unemployed fab few friends amazingly sweet bf  happy simonee oo and pizza!,POSITIVE,,,,,,LABEL_0
I want to have a nap but I have alot of things to finish off ,POSITIVE,,,,,,LABEL_1
@rawrANNIErawr noo  I don't even know when my next show is! :/,NEGATIVE,,,,,,LABEL_0
@carrie_darby and I miss you too!!  its so sad..please tell me next time you go to nashville so we can plan on a trip too!!,POSITIVE,,,,,,LABEL_0
woke up. school tomorrow  test on tuesday yay ,POSITIVE,,,,,,LABEL_1
My nerves are already shooting through the roof and I haven't even got there yet ,NEGATIVE,,,,,,LABEL_0
stuck inside for at least three hours doing a drawing of a flower for art homework ,NEGATIVE,,,,,,LABEL_0
update on our school..school starts on the 29th meaning we have no school for two weeks already expecting saturday classes ,NEGATIVE,,,,,,LABEL_0
@Starmongoose I hope you get better soon baba ,NEGATIVE,,,,,,LABEL_0
On a lighter note...Congrats to Indelible 38 Spr. 09' !!!! My grand babies ,POSITIVE,,,,,,LABEL_0
i just want to give up ,NEGATIVE,,,,,,LABEL_1
"css galleries becoming free ad targets, many submissions intended to promote products, not design ",NEGATIVE,,,,,,LABEL_0
Had to get up early today to vote and then work all afternoon. ,NEGATIVE,,,,,,LABEL_0
Love this weather. Get me out of work so I can enjoy it ,POSITIVE,,,,,,LABEL_0
@carmabella omg! at least you're memorising it now! i'm still trying to write it!  how long is your one btw? did you write or type it??,NEGATIVE,,,,,,LABEL_1
"@Overspill Well, can you link me to it anyway??? ",NEGATIVE,,,,,,LABEL_0
@carolinelawrenc it arrived thanks so much! But the other package I mentioned is still MIA ,POSITIVE,,,,,,LABEL_0
saturday night...no plans. no friends ,NEGATIVE,,,,,,LABEL_0
@bregehrken I actually went a full year without ANY type of cable. It can be done. ,NEGATIVE,,,,,,LABEL_0
"@lucianabanana Roadhouse Blues - The Doors, for sure!!! Eu queria uma Medieval Madness inteira, mas é difícil de achar... ",POSITIVE,,,,,,LABEL_0
Bryce's little brothers are really mean to me ,NEGATIVE,,,,,,LABEL_0
sees some &quot;green&quot; in the US... got hope  http://plurk.com/p/ts98u,POSITIVE,,,,,,LABEL_0
Watching The Burbs with #l3ree. I've been slacking on my tweeting lately ,NEGATIVE,,,,,,LABEL_0
"I'm so tired but I don't want to go to bed, yet. It's empty ",NEGATIVE,,,,,,LABEL_0
"@ZenityHF my other half @aquaspring just said &quot;what! Season 2, we've just started here with 1st season&quot; LOL ",NEGATIVE,,,,,,LABEL_0
Tuesday is not coming fast enough ,NEGATIVE,,,,,,LABEL_0
@lahkneekah not yet  have to order it still. haha i suck at ordering stuff online but i'm buying it with a check so i have to mail it.,NEGATIVE,,,,,,LABEL_0
Such a gloomy looking day. Makes it hard to wake up. ,NEGATIVE,,,,,,LABEL_0
"Feeling sick today  NOT COOL. Eyes feel puffy, nose is running, throat is sore. This is NOT the way to begin this summer!",NEGATIVE,,,,,,LABEL_0
"@deanoshoes Bad luck  I do the same thing when i have a bet, don't see the point of backing such short odds..",NEGATIVE,,,,,,LABEL_0
"@LorrisB As appealing as that is and the fact I would hop on it pretty quick, I dont wanna impose on your sacred bday hun with ur friends ",POSITIVE,,,,,,LABEL_0
"Tension headaches are a horrible, terribly awful thing!!!  ",NEGATIVE,,,,,,LABEL_0
It is soooo hot ,POSITIVE,,,,,,LABEL_0
@amandahaneline Hi can u plz tell @StewartKris to add me? I try to tell her on her old acocunt but she never answered me ,NEGATIVE,,,,,,LABEL_0
upgraded his iPhone to 3.0. Bad idea - rebelsimcard no longer working. I now have a  non-working iPhone 3G  Bring on ultrasn0w,NEGATIVE,,,,,,LABEL_0
bored and missing my friends ,NEGATIVE,,,,,,LABEL_1
@beefolks  I've just joined! ,POSITIVE,,,,,,LABEL_0
I'm walking all disabled home ,NEGATIVE,,,,,,LABEL_0
@Maddie2001 heay maddie how are you please follow mee pleasee ,POSITIVE,,,,,,LABEL_1
@JeffTracey Um Ok I think. Thanks. Have been very busy the last few days but not 14 hour days ,POSITIVE,,,,,,LABEL_0
"@Silversea23 Ack hate that.  You know I forgot to ask when you guys raid, team name, etc. ",NEGATIVE,,,,,,LABEL_0
"Oh god, I left the print-out with my change notes for today at home. ",NEGATIVE,,,,,,LABEL_0
I have coffee and a Sociology paper to complete. Happy Mothers Day ,POSITIVE,,,,,,LABEL_1
Was one number off winning a Remington 870 @ the Gun Bash ,POSITIVE,,,,,,LABEL_0
Up for hours already ,POSITIVE,,,,,,LABEL_0
@Glasgowlassy …cont) released an update including that feature. Plus it is FW3.0 compatible. Most Twitter apps aren't ,POSITIVE,,,,,,LABEL_0
@ruimoura I'm also using twikini..but it's now 15day trial ,NEGATIVE,,,,,,LABEL_1
I hate to say this but so far this is probably the worst vacation i have been on. i just want to cry.  i am glad my family is here though.,NEGATIVE,,,,,,LABEL_0
@cheapvodka Idk yet  they've given him an injection into his stomach to thin his blood and lesson the risk of a heart attack though x,NEGATIVE,,,,,,LABEL_0
"i feel like puking but i want to go to Goodland to get a new book, and my effing email won't let me in ",POSITIVE,,,,,,LABEL_0
.. I just took a look around and realized that I'm basically in this by myself .. I miss Brandon  but he's all the way in Cali .. FML,POSITIVE,,,,,,LABEL_1
@indigoisbetter Oh God.  So sad. Xena's face at the end. :[,NEGATIVE,,,,,,LABEL_0
"NHibernate HQL AST - 11 failing tests remaining, having a good day ",NEGATIVE,,,,,,LABEL_0
In the damn doctors office.  hmm,NEGATIVE,,,,,,LABEL_1
.@laprice Ditto - it seems to be getting worse ,NEGATIVE,,,,,,LABEL_0
"you know when you look forward to something...and then that time comes and it never happens? well, times that by 1000...that's how i feel ",NEGATIVE,,,,,,LABEL_0
"I am SO covered with petroleum jelly and lip gloss! Makes a good smell, I guess.  Thanks cousins for the prank!",POSITIVE,,,,,,LABEL_0
"I soo want to go see The Hangover, but it doesn't get released til next week ",NEGATIVE,,,,,,LABEL_0
Jen just electricuted herself at work... she seems to be in the wars at work lately ,NEGATIVE,,,,,,LABEL_0
"sooo...i found real west virginia, new york, new jersey, kentucky drama in my cell phone texts...pretty sad. ",NEGATIVE,,,,,,LABEL_0
I miss being on the radio ,NEGATIVE,,,,,,LABEL_1
ETHAN IS SAYING BABA!  aww he's growing up so fast.,POSITIVE,,,,,,LABEL_0
Had quite the night ! Wish I could stay home today and rest... ,NEGATIVE,,,,,,LABEL_0
why do I always sleep in  I have to leave in 16 minutes!,NEGATIVE,,,,,,LABEL_0
Got a bit over excited when it came to pawing Daniel--peed on the floor. Again. Got sent outside. This brunch is a bust ,NEGATIVE,,,,,,LABEL_0
is confused by twitter .. ,NEGATIVE,,,,,,LABEL_1
@Zoe_Salmon no one can replace the total babe that was margaret mountford ,NEGATIVE,,,,,,LABEL_0
"Goodnight, Twitter. Ughh, exams tomorrow ",NEGATIVE,,,,,,LABEL_1
Did just see the cougar of all cougars in cougar territory (coles). Phone was in car ,NEGATIVE,,,,,,LABEL_0
@KritiA Hey.. thanks for the #followfriday ,POSITIVE,,,,,,LABEL_0
@Elliene what's wrong? ,NEGATIVE,,,,,,LABEL_0
"Rain, rain, go away. ",NEGATIVE,,,,,,LABEL_0
FP2 fried my brain a bit ,NEGATIVE,,,,,,LABEL_0
@ChesterBe Hi Chaz I love your glasses but I don't know what kind of brand are.Please answer  This is the picture http://twitpic.com/5oq4y,NEGATIVE,,,,,,LABEL_0
@DocLG yes it IS a good one.  Hope yours is also.,POSITIVE,,,,,,LABEL_0
is very cold and revising. Rubbish ,NEGATIVE,,,,,,LABEL_0
"y is it raining,its so sad  now i cant go out 2 nyt coz its 2 cold.bt wudnt b anywer els in the world. CAPE TOWN ROCKS!!!!!!!!!!!!!!!!!!!!",POSITIVE,,,,,,LABEL_0
getting ready for work ,POSITIVE,,,,,,LABEL_1
"@Girly923 Absolutely! My oldest wanted 2 go 2 target to buy smthng he wntd, but didn't have enough. would have had to borrow, thus debt. ",NEGATIVE,,,,,,LABEL_0
@knightparsifal i broke i phone screen during repair  ,NEGATIVE,,,,,,LABEL_0
this storm is scary  i just want to sleep and for it to stop. =/,NEGATIVE,,,,,,LABEL_0
Back to School on Tuesday!!! huhuhu! I still dont wanna go back to school! ,NEGATIVE,,,,,,LABEL_0
tummy started hurtin outta noooooowhere  i think it was dat qrape soda uqh!,NEGATIVE,,,,,,LABEL_0
i feel so bad today  going to be ill? wahhh -.-,NEGATIVE,,,,,,LABEL_1
"If I can't post an episode today, I might as well sleep now. So annoyed with my stupid computer. Sorry guys. ",NEGATIVE,,,,,,LABEL_0
 My computer is so bad it doesn't meet the system requirements to run sims 3 #Sucks #Pc #I #Want #A #Mac #or #awesome #PC,NEGATIVE,,,,,,LABEL_0
thinks he should be out on his boat not traveling today  #fb,NEGATIVE,,,,,,LABEL_0
morningg tweeets! im tired and dont wanna go to school but i have to and im soooooo tired ,NEGATIVE,,,,,,LABEL_0
@diamondfish333 lungs sore from coughing today  how are you?,NEGATIVE,,,,,,LABEL_0
@thelarderlout Fantastic - although we'll miss you ,POSITIVE,,,,,,LABEL_0
i want my virginia beach hoodie back but kristen collins has it and i never see her. ,NEGATIVE,,,,,,LABEL_0
@Surge_N is that when we arrived then? ,NEGATIVE,,,,,,LABEL_0
@ddlovato Whaling is disgusting and i was saddened to see a whale harpooned on the show. i actually cried ,NEGATIVE,,,,,,LABEL_0
is still tired after a food-poisoning yesterday  Can't eat anything  #fb,NEGATIVE,,,,,,LABEL_0
 i had a freaky dream last night,POSITIVE,,,,,,LABEL_1
@realtonyoller hey tony! are u going to come to spain? if u come here u must eat paella &amp; migas!   do u have a new movie? xoox from spain!,NEGATIVE,,,,,,LABEL_0
@CelebStylist I know! Isn't it amazing! haha!!! I just got home from downtown. I'm exhausted! Have to bee at work at 7am too ,NEGATIVE,,,,,,LABEL_0
@alexbrown1972  change of plan as the install data isn't in yet.. Vstuff it is!,NEGATIVE,,,,,,LABEL_0
No school today  and hanging out with Stephen today ....Excited !! &lt;3 Ily Stephen &lt;3,POSITIVE,,,,,,LABEL_0
"I'm Sorry, Mary - Matt Wertz. Seriously? THAT song is gonna play now? Grrrrr... ",NEGATIVE,,,,,,LABEL_0
thinks he can't be a Korean boy band superstar anymore coz he can't fit into skinny jeans...  http://plurk.com/p/13uf5z,NEGATIVE,,,,,,LABEL_0
 VEry very extraordinary  ? http://blip.fm/~5il06,POSITIVE,,,,,,LABEL_0
Power outage @ the movies!! ,POSITIVE,,,,,,LABEL_0
"I hav a really bad neck, i think i slept on it funny! Ow ",NEGATIVE,,,,,,LABEL_1
"continuing my work in the garden. #haiku � earth, plants, wet stone, breeze / oh lovely analog world / scratched and dirty hands ",POSITIVE,,,,,,LABEL_1
"im cleaning my room, ughh im really boreed ",NEGATIVE,,,,,,LABEL_0
Yes! Yes! Yes! Got a interview for court st movies at 3pm I need a job! Pray for me...I guess no gym ,NEGATIVE,,,,,,LABEL_0
eurgh i missed diversity ,NEGATIVE,,,,,,LABEL_1
"winaaa, i'm gonna miss you friend ",POSITIVE,,,,,,LABEL_0
@Mileycyrus I tried 2 vote 4 u the other day but I couldn't figure out how 2 do it  help? Lol,NEGATIVE,,,,,,LABEL_0
@winedinetv Wow - I'm jealous. We need to go buy a ton of lemons today for a big event. Wish it was for pie ,NEGATIVE,,,,,,LABEL_0
 why won't she answer,NEGATIVE,,,,,,LABEL_1
sore from my workout....I think I overdid it  I need a massage. Hopefully a good nite's rest will do me some good. Good night world!,POSITIVE,,,,,,LABEL_0
@MGiraudOfficial I wish I could see you guys on the tour!! ,POSITIVE,,,,,,LABEL_0
"@zaibatsu  Additionally, I am in mourning. So, please rescind your joke, please. ",NEGATIVE,,,,,,LABEL_0
"I miss my brother, my girls, and umm ",NEGATIVE,,,,,,LABEL_0
"@astynes Goodmornin Amber my friend.((HUGS)) Edward is yumsky. Dexter is a close second. lol! I love Midnight Sun, wish it was finished ",POSITIVE,,,,,,LABEL_0
"@mornane oh you're so funny phoebe- at least i'm not on the cover of a biscuit box in a compromising position :p bahaha! fyi, pete posted ",NEGATIVE,,,,,,LABEL_0
@wekillyou I still need a giant monstre though! ,NEGATIVE,,,,,,LABEL_0
@sarzparella is there a VS in seattle or a AP? No AP or else I'd go there.  But there is a VS and one in bellingham! i go there sometimes.,NEGATIVE,,,,,,LABEL_0
I have just burnt 8 pieces of toast then eventually managed to make myself a piece of toast on my 9th attempt! No bread left now ,NEGATIVE,,,,,,LABEL_0
@lindaeriksen I don't like the rain either ,NEGATIVE,,,,,,LABEL_0
has someone she dont know following her here.....gasp....... ,NEGATIVE,,,,,,LABEL_0
goodbye cavs ... ,NEGATIVE,,,,,,LABEL_0
oh no somethings wrong with our car :O ,POSITIVE,,,,,,LABEL_0
"@MonsterManor is haunt at the same place this year?  Someone needs to fill me on what happens at Labyrinth, too. Can't make it.",NEGATIVE,,,,,,LABEL_1
@schaeferj89 Wants some of those tiny teddies ,POSITIVE,,,,,,LABEL_0
@chiehn I sadly cannot do Friday  but I should be a around at some point next week...I'll give you a call and we'll compare schedules ;),NEGATIVE,,,,,,LABEL_0
@birdgeek can you make a Stef octopus? ,NEGATIVE,,,,,,LABEL_0
I guess I only thought I added a picture! ,NEGATIVE,,,,,,LABEL_0
Being stuck in bed with a chest infection isn't as relaxing as it seems ,NEGATIVE,,,,,,LABEL_0
@AmyKachurak yes I'm Bummed too ,NEGATIVE,,,,,,LABEL_0
@COLKNO13 hey u better let me know how it is  cuz i wanna go see it to,POSITIVE,,,,,,LABEL_1
Fiiting back into my clothes feels great ,POSITIVE,,,,,,LABEL_0
@RHCP_Universe - Big green day fan here  Prefer the rhcp though!,POSITIVE,,,,,,LABEL_0
@gfalcone601 wish i was there  except i live in stupid australia. come here soon yeh? xo,NEGATIVE,,,,,,LABEL_0
 i wish u guys would stop fighting,NEGATIVE,,,,,,LABEL_1
is so hungry theres no food in the house and i dont wanna go to phoenix ,NEGATIVE,,,,,,LABEL_1
My dog is sick ,NEGATIVE,,,,,,LABEL_0
woke up dead ,NEGATIVE,,,,,,LABEL_0
I think I just opened too many tabs.... ,NEGATIVE,,,,,,LABEL_0
a little ,POSITIVE,,,,,,LABEL_0
"Getting ready for work  I must say, starting at 9 kicks the shi- out of starting at 8 haha",NEGATIVE,,,,,,LABEL_1
"@GavinHolt awwwh no way, i was well bubblin! ",NEGATIVE,,,,,,LABEL_0
@william_chung hey when is ur t.o reception? know what. my sis is getting married in t.o SAME DAY as ur hk one! ,NEGATIVE,,,,,,LABEL_0
Have to work 11-4 today. Then going home and doing homework. Looks like its gonna be a fun Saturday.....not ,NEGATIVE,,,,,,LABEL_0
@defydesigns: what was the question about? transformers 2? cineworld isn't showing it friday 00:01am here. ,NEGATIVE,,,,,,LABEL_0
Hey @hawkcam Thanks JAJ!  Wish i was in Philly to go have a look for myself   (hawkcam live &gt; http://ustre.am/2f9i),POSITIVE,,,,,,LABEL_0
says the rain has finally reached bulacaaaan!  http://plurk.com/p/ozf0r,POSITIVE,,,,,,LABEL_0
Off to chem ,NEGATIVE,,,,,,LABEL_0
"@LauRAMMSTEIN i so will when im not reading my sindy annual ;] im so listening to natalie imbruglia, whats happening to me? ",POSITIVE,,,,,,LABEL_0
"Got to find a new hair place, mine was shut down. ",NEGATIVE,,,,,,LABEL_0
"I forgot to write 400th tweet  At 417 now, oh well...",NEGATIVE,,,,,,LABEL_0
Wal mart with emily ,NEGATIVE,,,,,,LABEL_0
can't type in Hebrew on Seesmic Desktop ,NEGATIVE,,,,,,LABEL_0
Paper round day today.    Sinus's are playing up. Tied. Dont really want to go out. Really need to win the Lottery.,NEGATIVE,,,,,,LABEL_0
16 days is a really REALLY long time to be away from my best friend! ,NEGATIVE,,,,,,LABEL_0
I dropped my PSP  Now it won't start occasionally.,NEGATIVE,,,,,,LABEL_0
i wake up this morning and David Caradine is not there.  RIP David Carradine,NEGATIVE,,,,,,LABEL_1
"@huma_rashid cereally, i give ye props for coming up with cute outfits under $100. i cannae do eet ",NEGATIVE,,,,,,LABEL_0
@even59 Oh no. I'm sorry to hear that. I had mine broken into twice this past month. Some people are just so low... ,NEGATIVE,,,,,,LABEL_0
@Somecitygirl HAHAHAHA Ok sry ,NEGATIVE,,,,,,LABEL_0
@nicolerichie I fell asleep too watching that..safe to say u don't miss tooo much if u do. ,NEGATIVE,,,,,,LABEL_0
... ahhh... peace and quiet ... the youngest is at a party and the eldest in his room pretending to do homework ,POSITIVE,,,,,,LABEL_0
Angry at the world. I just want to go..somewhere. Anywhere. To the beach!!! Sigh ,NEGATIVE,,,,,,LABEL_0
1400 dollars to fix the AC in my car... NOOOOooooo ,NEGATIVE,,,,,,LABEL_0
im so so bored right now ,NEGATIVE,,,,,,LABEL_1
prays for a miracle to happened on speedy conn won't come on and off again...I want that 3.0 you damned speedy ,POSITIVE,,,,,,LABEL_0
it's raining    and i should be sleeping,NEGATIVE,,,,,,LABEL_1
Maybe they are just Lost. ,NEGATIVE,,,,,,LABEL_1
I had to have 4 needles instead of 1  arms ache!,POSITIVE,,,,,,LABEL_0
@SunnyDeelight aww man its fun! I wish u were here... ,POSITIVE,,,,,,LABEL_0
@awaisnaseer Cover the tomm. event baby! Id like a live blogging on it ,NEGATIVE,,,,,,LABEL_0
@wethegina hi gina. ,POSITIVE,,,,,,LABEL_0
drop dead fred is the best movie ever!! 'and they lived happily ever after... thats bullshit!' ,POSITIVE,,,,,,LABEL_0
i really don't give a bum anymore ,NEGATIVE,,,,,,LABEL_0
i heard that shes been rushed to the hospital after her losing  sucks!,NEGATIVE,,,,,,LABEL_0
@lene85 i'm sorry that sucks.  ,NEGATIVE,,,,,,LABEL_0
"@bittersweetz786 i'm jealous of this girl. she has everything! beauty, boys, everything! EVEN THE GUY I LIKE!! ",POSITIVE,,,,,,LABEL_0
"By @trx0x Blog update #-fail  too distracted by twitter, becoming a douchebag ;) will finish update tonight",NEGATIVE,,,,,,LABEL_1
imm currently failing a science test ,NEGATIVE,,,,,,LABEL_1
Slept on the ride home. Just ate dinner. Wants to eat  Reese's ,POSITIVE,,,,,,LABEL_0
Its june! What does the weather think it is doing! Im gonna get soaked ,NEGATIVE,,,,,,LABEL_0
Eye infections need to go away  http://twitpic.com/6tfym,NEGATIVE,,,,,,LABEL_0
@LizzieJoe I really need it.  It's like 97 degrees outside right now.  We have the A/C on but I can still feel it. ,POSITIVE,,,,,,LABEL_0
Had a really bad day .. ,NEGATIVE,,,,,,LABEL_0
"@petrilude OMG, you have curly hair! Too cute! ",POSITIVE,,,,,,LABEL_0
sad that the NBA season is over  LOL http://tinyurl.com/lpbttv,NEGATIVE,,,,,,LABEL_0
Needs a Hug  Any Offers?,NEGATIVE,,,,,,LABEL_0
@garlicmakezhitz oh why not  ok redo lol,NEGATIVE,,,,,,LABEL_0
Just doing my homework. Blehh. I don't like it ,NEGATIVE,,,,,,LABEL_0
Ho humm ,NEGATIVE,,,,,,LABEL_1
@spam Isn't the Outlook spam filter &quot;Wonderful&quot;! 5-10 viagra offers get through it 2me daily; but watch parts &quot; gold screws&quot; get blocked ,NEGATIVE,,,,,,LABEL_0
"@thequills Happy to hear that.    Great show yesterday, I'll miss them.",POSITIVE,,,,,,LABEL_0
"I really wanna get black &amp; white checkered vans, they don't have my size here tho  how tragic...",NEGATIVE,,,,,,LABEL_0
Now onto the premiere of Run's House....they soooo make me want to be on vacation ,POSITIVE,,,,,,LABEL_0
@frenchwinetours ROFL - Old time internet speak for Roll On Floor Laughing. can be follwed with MAO - My Arse Off!! Didn't have it! ,NEGATIVE,,,,,,LABEL_0
@TheChosenOne yes I did! I wish they could get the original cast though ,NEGATIVE,,,,,,LABEL_0
@purplebeats totally agree.. i had learnt this art but seem to have forgotten for some time  need to practice it again.. hehe,NEGATIVE,,,,,,LABEL_1
"this kfc burger is making me feel sick, the bacon isn't cooked and the meat tastes ewwey  considering I work there I'm not surprised..",NEGATIVE,,,,,,LABEL_0
Just went to the animal rescue in Dedham and has a heavy heart b/c of all the adorable doggies...I want one. ,POSITIVE,,,,,,LABEL_0
@masakatsu Thank you! ,POSITIVE,,,,,,LABEL_0
@stevie_ryan http://twitpic.com/4slip - poor sceney  the chick is a idiot,NEGATIVE,,,,,,LABEL_1
Download movie  &quot;A Nightmare on Elm Street Part 2: Freddy's Revenge&quot; http://tinyurl.com/c92hon cool #movie,NEGATIVE,,,,,,LABEL_0
I miss when Becky and I started singing Snakes on a Plane at Download festival. ,NEGATIVE,,,,,,LABEL_0
Those Chi Waver things look so cool but it would literally take me like 2-3 hours to do that my hair is so thick.  *SAD*,NEGATIVE,,,,,,LABEL_0
Tight schedule coming up ! ,POSITIVE,,,,,,LABEL_0
I am beyond jealous of the Vortex 2 team's intercept today. I wanted so much to be there. At least I got to watch it live...not the same ,NEGATIVE,,,,,,LABEL_0
@photomandab Don't have tickets this year  Going to a grand prix party at Brawn on Sunday though!,NEGATIVE,,,,,,LABEL_0
Chilling in leanne's. Need to go home soon  I'm heartbroken.,POSITIVE,,,,,,LABEL_0
Listening to some really good #deephouse and drinking red wine. Wish there was some good #electrohouse for this weeks EVS but there aint ,NEGATIVE,,,,,,LABEL_0
@suddentwilight yes yes awesome fun but my throat is gone ,NEGATIVE,,,,,,LABEL_0
Cavs not so hot 2nite ,NEGATIVE,,,,,,LABEL_0
claires party was amazing!    headache.,POSITIVE,,,,,,LABEL_1
@Alana_Monington i'm a busy lad this Friday ,POSITIVE,,,,,,LABEL_0
im happy becouse now i m a Twitter-er! ,POSITIVE,,,,,,LABEL_0
wonna go back to work!  no more school! plz ...,NEGATIVE,,,,,,LABEL_0
Am watching @angryaussie 's new TFU video..  http://bit.ly/5hf61  haha chuck rules..  ,NEGATIVE,,,,,,LABEL_0
"@SAbbottCayman what is it with you boys and Campy!!  Nope, need Shimano hub for SRAM  ",NEGATIVE,,,,,,LABEL_0
@lasherphoto Awww look at Keebler and Lattrell!!!! I miss those doggies ,NEGATIVE,,,,,,LABEL_0
@Debblett My student house was like that! - it's worse later on in life when it comes through your own ceiling ,NEGATIVE,,,,,,LABEL_0
"has Earl Grey tea and a fat-free chocolate muffin. Good morning, Twitterverse ",POSITIVE,,,,,,LABEL_1
@StarSlay3r boo. that sucks. ,NEGATIVE,,,,,,LABEL_0
@nizbiz  would love them after 6! fasting rite now!,POSITIVE,,,,,,LABEL_0
@racemode lol.. who know the president could be a comedian? ,NEGATIVE,,,,,,LABEL_0
@jesse82679 email me your number on facebook so we dont lose touch anymore ,NEGATIVE,,,,,,LABEL_0
Another Monday morning ,POSITIVE,,,,,,LABEL_1
Preparing the First Titanium Tips Email Newsletter to go out tomorrow. Get ready Boot Campers -     ,NEGATIVE,,,,,,LABEL_0
@hannahraedeese thank you for telling me who left on sytycd. This sounds stupid I just figured out how to read replies!!  hehe,NEGATIVE,,,,,,LABEL_1
It's power cut... I was copying a cd ,NEGATIVE,,,,,,LABEL_0
hiiiiiigh  xoxo,NEGATIVE,,,,,,LABEL_1
@katieeustace how the hell do u have 50 followers .. i only have 46  haha,NEGATIVE,,,,,,LABEL_1
wow. i miss her&lt;3 ,NEGATIVE,,,,,,LABEL_0
@DavidArchie i'm going to see in the summer! YAY! so excited! ,POSITIVE,,,,,,LABEL_0
Start learning controlling! That's fun! ,POSITIVE,,,,,,LABEL_0
boring day of class today ,NEGATIVE,,,,,,LABEL_1
Is going to the gym in a minute ,POSITIVE,,,,,,LABEL_1
@JeffreyTsang welcome to twitter ,POSITIVE,,,,,,LABEL_0
@raczilla The demo is good. I went into OT and lost to Oklahoma. ,POSITIVE,,,,,,LABEL_0
No riches for Sin ,NEGATIVE,,,,,,LABEL_1
And Alice Cooper is hilarious!!!  Soooooo sad it ends tomorrow ,POSITIVE,,,,,,LABEL_0
"@somemaysay no posters either, people were waiting from 10am &amp; there were only 300. ",NEGATIVE,,,,,,LABEL_0
"@matteh17  i started yelping thinking he'd scored :] so, never knew you were a fan ",POSITIVE,,,,,,LABEL_0
"i'm loosing followers  i guess i just need to start talking about #hoppusday, the #swineflu, or #Kelloggs!??!",NEGATIVE,,,,,,LABEL_0
I just watched one if those poor animal commercials ,NEGATIVE,,,,,,LABEL_0
Long queues ,NEGATIVE,,,,,,LABEL_0
Not loving my hair  But I'm still going to dye it grey this Friday with Jas and Del,NEGATIVE,,,,,,LABEL_1
going to bed now. tomorrow it's getting a hard day  just work xD,NEGATIVE,,,,,,LABEL_0
@marellie You and me both then! ,POSITIVE,,,,,,LABEL_0
How come I can't view .gif files on my iPhone?  ,NEGATIVE,,,,,,LABEL_0
@coldplay when are you going to come to Mexico? ,NEGATIVE,,,,,,LABEL_0
"I hate, HATE, feelin down.... its sooooooooooo NOT my style.... ",NEGATIVE,,,,,,LABEL_0
"@shebreathes  i sowwie. i'll keep u posted BEFORE HAND from now on. btw, you n... Read More: http://is.gd/K1RF",NEGATIVE,,,,,,LABEL_0
"@TimP103 @5toSucceed no, not feeling better ",NEGATIVE,,,,,,LABEL_0
@theoracle2  I won't even get to see u!,NEGATIVE,,,,,,LABEL_0
i almost had to get rid of my twitter!  haha,NEGATIVE,,,,,,LABEL_1
Yay...Im gonna preorder my A Skylit Drive CD on Smartpunk.com It comes out JUNE 9th... ,NEGATIVE,,,,,,LABEL_0
@mileycyrus miley...im in italy but i won't see you  im sooooo sad.,NEGATIVE,,,,,,LABEL_0
it's raining  #squarespace,POSITIVE,,,,,,LABEL_1
@tay603 ,NEGATIVE,,,,,,LABEL_0
@XxXxLeahxXxX  well thankyou mam ,POSITIVE,,,,,,LABEL_0
@codywilbanks sorry for your loss. ,NEGATIVE,,,,,,LABEL_0
